date,gap
2019-07-01,-0.22039999999999993
2019-08-01,-0.16720000000000002
2019-09-01,-0.06159999999999988
2019-10-01,0.010800000000000143
2019-11-01,0.015700000000000047
2019-12-01,0.04530000000000012
2020-01-01,0.01959999999999984
2020-02-01,0.05169999999999986
2020-03-01,-0.08440000000000003
2020-04-01,0.0004999999999999449
2020-05-01,-0.028799999999999937
2020-06-01,0.19640000000000013
2020-07-01,0.08879999999999999
2020-08-01,0.049100000000000144
2020-09-01,-0.00990000000000002
2020-10-01,0.06469999999999998
2020-11-01,0.04299999999999993
2020-12-01,0.028299999999999992
2021-01-01,0.000600000000000156
2021-02-01,-0.03770000000000007
2021-03-01,-0.09389999999999987
2021-04-01,0.019300000000000095
2021-05-01,-0.06899999999999995
2021-06-01,-0.12250000000000005
2021-07-01,-0.07879999999999998
2021-08-01,-0.03950000000000009
2021-09-01,-0.06340000000000012
2021-10-01,0.0813999999999997
2021-11-01,0.04669999999999974
2021-12-01,0.0371999999999999
2022-01-01,0.07219999999999982
2022-02-01,-0.025000000000000133
2022-03-01,-0.014800000000000368
2022-04-01,0.03929999999999967
2022-05-01,0.06809999999999983
2022-06-01,0.026699999999999724
2022-07-01,-0.012499999999999956
2022-08-01,0.07069999999999999
2022-09-01,0.11070000000000002
2022-10-01,0.15469999999999984
2022-11-01,0.33499999999999974
2022-12-01,0.1277999999999999
2023-01-01,-0.016599999999999948
2023-02-01,-0.034399999999999986
2023-03-01,0.08969999999999967
2023-04-01,0.07289999999999974
2023-05-01,0.10069999999999979
2023-06-01,0.23130000000000006
2023-07-01,0.2884
2023-08-01,0.30279999999999974
2023-09-01,0.36279999999999957
2023-10-01,0.39939999999999976
2023-11-01,0.38019999999999987
2023-12-01,0.4135999999999995
2024-01-01,0.36109999999999964
2024-02-01,0.5533999999999996
2024-03-01,0.5642999999999997
2024-04-01,0.6957999999999994
2024-05-01,0.6391999999999995
2024-06-01,0.5688999999999994
2024-07-01,0.6477999999999995
2024-08-01,0.5946999999999995
2024-09-01,0.42529999999999957
2024-10-01,0.24389999999999978
2024-11-01,0.33399999999999985
2024-12-01,0.3997999999999995
2025-01-01,0.46189999999999964
2025-02-01,0.5182999999999995
2025-03-01,0.37399999999999956
2025-04-01,0.37789999999999946
2025-05-01,0.38499999999999956
2025-06-01,0.37519999999999976
2025-07-01,0.34089999999999976
2025-08-01,0.33109999999999973
2025-09-01,0.4072999999999998
2025-10-01,0.43359999999999976
2025-11-01,0.5341999999999998
2025-12-01,0.46589999999999976
2026-01-01,0.48809999999999976
2026-02-01,0.4369999999999996
2026-03-01,0.5092999999999994
2026-04-01,0.5328999999999995
